#{"t_start": 1767451208.531214, "env_id": "None"}
r,l,t
-868.078214,1001,7.152081
-697.931974,1001,11.736166
-826.107655,1001,15.670237
-825.124994,1001,19.924672
-694.603661,1001,33.819819
-774.25459,1001,37.950373
-922.257786,1001,42.375864
-816.105644,1001,46.462196
-810.200914,1001,59.854228
-798.107626,1001,64.038748
-738.914914,1001,68.25804
-611.406171,1001,72.420695
