#{"t_start": 1767746737.5575252, "env_id": "None"}
r,l,t
-2692771.958684,2501,12.083519
-2534937.046015,2501,22.477164
-2610242.296006,2501,32.752772
-2486865.691022,2501,56.310364
-2571828.3361,2501,66.00596
-2497412.576151,2501,75.68173
-2643640.30484,2501,97.047618
-2623273.16102,2501,106.7349
-2576768.860141,2501,116.525383
-2551230.090361,2501,137.694493
-2353086.909422,2501,147.984725
-2431407.637266,2501,157.596075
-2494357.578105,2501,167.05083
